link_id,baseline_entry_id,source_id,source_doc_title,source_standard_no_canonical,domain,source_role,link_type,target_kind,target_id,target_label,mapping_method,mapping_confidence,evidence_text,content_usability_flag,content_gate_status,human_review_label,gate_status,runtime_status,final_state,runtime_integration,candidate_only,radiation_all_industry_default_blocked,source_hash
PSL-V8_6-00658,PDB-V8_5-0129,PDS-V8_0-0131,麻纺工业水污染物排放标准(GB 28938-2012),GB 28938-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,6f02dca0dde68ae4cf16d2fdf1ee61d44dc8fec263e04df7e1fbb4c4e3aac85e
PSL-V8_6-00659,PDB-V8_5-0129,PDS-V8_0-0131,麻纺工业水污染物排放标准(GB 28938-2012),GB 28938-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=麻纺工业水污染物排放标准(GB 28938-2012),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,6f02dca0dde68ae4cf16d2fdf1ee61d44dc8fec263e04df7e1fbb4c4e3aac85e
PSL-V8_6-00660,PDB-V8_5-0129,PDS-V8_0-0131,麻纺工业水污染物排放标准(GB 28938-2012),GB 28938-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=麻纺工业水污染物排放标准(GB 28938-2012),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,6f02dca0dde68ae4cf16d2fdf1ee61d44dc8fec263e04df7e1fbb4c4e3aac85e
PSL-V8_6-00661,PDB-V8_5-0129,PDS-V8_0-0131,麻纺工业水污染物排放标准(GB 28938-2012),GB 28938-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=麻纺工业水污染物排放标准(GB 28938-2012),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,6f02dca0dde68ae4cf16d2fdf1ee61d44dc8fec263e04df7e1fbb4c4e3aac85e
PSL-V8_6-00662,PDB-V8_5-0129,PDS-V8_0-0131,麻纺工业水污染物排放标准(GB 28938-2012),GB 28938-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCORE13,S10,废水、废气、噪声、废渣排放及处置情况,ROLE_RULE,MEDIUM,source_role=EMISSION_STANDARD_SOURCE -> S10,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,6f02dca0dde68ae4cf16d2fdf1ee61d44dc8fec263e04df7e1fbb4c4e3aac85e
PSL-V8_6-00663,PDB-V8_5-0130,PDS-V8_0-0132,一般工业固体废物贮存和填埋污染控制标准(GB 18599-2020),GB 18599-2020,solid_waste,EMISSION_STANDARD_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,solid_waste,solid_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=solid_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,90d4dafd52de347b3d95efd824b5e537d68ce4630b5bbc11c283ec7d47067de9
PSL-V8_6-00664,PDB-V8_5-0130,PDS-V8_0-0132,一般工业固体废物贮存和填埋污染控制标准(GB 18599-2020),GB 18599-2020,solid_waste,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_LAB_WASTE_CANDIDATE,实验室废液与检测试剂危废候选场景,DOMAIN_MEDIA_SEED,LOW,domain=solid_waste; role=EMISSION_STANDARD_SOURCE; title=一般工业固体废物贮存和填埋污染控制标准(GB 18599-2020),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,90d4dafd52de347b3d95efd824b5e537d68ce4630b5bbc11c283ec7d47067de9
PSL-V8_6-00665,PDB-V8_5-0130,PDS-V8_0-0132,一般工业固体废物贮存和填埋污染控制标准(GB 18599-2020),GB 18599-2020,solid_waste,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER,通用生产经营、一般固废、噪声与基础台账,DOMAIN_MEDIA_SEED,LOW,domain=solid_waste; role=EMISSION_STANDARD_SOURCE; title=一般工业固体废物贮存和填埋污染控制标准(GB 18599-2020),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,90d4dafd52de347b3d95efd824b5e537d68ce4630b5bbc11c283ec7d47067de9
PSL-V8_6-00666,PDB-V8_5-0130,PDS-V8_0-0132,一般工业固体废物贮存和填埋污染控制标准(GB 18599-2020),GB 18599-2020,solid_waste,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCORE13,S10,废水、废气、噪声、废渣排放及处置情况,ROLE_RULE,MEDIUM,source_role=EMISSION_STANDARD_SOURCE -> S10,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,90d4dafd52de347b3d95efd824b5e537d68ce4630b5bbc11c283ec7d47067de9
PSL-V8_6-00667,PDB-V8_5-0131,PDS-V8_0-0133,中华人民共和国固体废物污染环境防治法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,solid_waste,SUPPORTING_REGULATION_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,solid_waste,solid_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=solid_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,ddc29d986cb9b22a8a6b5274b0c915ec7c163981baac0b37c3a9dcc38bbc9e40
PSL-V8_6-00668,PDB-V8_5-0131,PDS-V8_0-0133,中华人民共和国固体废物污染环境防治法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,solid_waste,SUPPORTING_REGULATION_SOURCE,STANDARD_REFERENCE_CONTEXT,SCENARIO,NEW_SCN_LAB_WASTE_CANDIDATE,实验室废液与检测试剂危废候选场景,DOMAIN_MEDIA_SEED,LOW,domain=solid_waste; role=SUPPORTING_REGULATION_SOURCE; title=中华人民共和国固体废物污染环境防治法,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,ddc29d986cb9b22a8a6b5274b0c915ec7c163981baac0b37c3a9dcc38bbc9e40
PSL-V8_6-00669,PDB-V8_5-0131,PDS-V8_0-0133,中华人民共和国固体废物污染环境防治法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,solid_waste,SUPPORTING_REGULATION_SOURCE,STANDARD_REFERENCE_CONTEXT,SCENARIO,SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER,通用生产经营、一般固废、噪声与基础台账,DOMAIN_MEDIA_SEED,LOW,domain=solid_waste; role=SUPPORTING_REGULATION_SOURCE; title=中华人民共和国固体废物污染环境防治法,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,ddc29d986cb9b22a8a6b5274b0c915ec7c163981baac0b37c3a9dcc38bbc9e40
PSL-V8_6-00670,PDB-V8_5-0132,PDS-V8_0-0134,医疗废物处理处置污染控制标准(GB 39707-2020),GB 39707-2020,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,df53eea77eb5518ea66d7cbacd7e371e0312ed28eedc2cea800690f4b5e292b9
PSL-V8_6-00671,PDB-V8_5-0132,PDS-V8_0-0134,医疗废物处理处置污染控制标准(GB 39707-2020),GB 39707-2020,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCENARIO,SCN_HAZWASTE_STORAGE_TRANSFER,危险废物识别、暂存与转移,DOMAIN_MEDIA_SEED,LOW,domain=hazardous_waste; role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE; title=医疗废物处理处置污染控制标准(GB 39707-2020),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,df53eea77eb5518ea66d7cbacd7e371e0312ed28eedc2cea800690f4b5e292b9
PSL-V8_6-00672,PDB-V8_5-0132,PDS-V8_0-0134,医疗废物处理处置污染控制标准(GB 39707-2020),GB 39707-2020,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCORE13,S07,固体废物贮存规范情况,ROLE_RULE,MEDIUM,source_role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE -> S07,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,df53eea77eb5518ea66d7cbacd7e371e0312ed28eedc2cea800690f4b5e292b9
PSL-V8_6-00673,PDB-V8_5-0133,PDS-V8_0-0135,医疗废物消毒处理设施运行管理技术规范(HJ1284-2023),HJ 1284-2023,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,f97a8b83be132ac6d7590ce2bbe0d6c883bda255cd66aad265fced464c2844f8
PSL-V8_6-00674,PDB-V8_5-0133,PDS-V8_0-0135,医疗废物消毒处理设施运行管理技术规范(HJ1284-2023),HJ 1284-2023,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCENARIO,SCN_HAZWASTE_STORAGE_TRANSFER,危险废物识别、暂存与转移,DOMAIN_MEDIA_SEED,LOW,domain=hazardous_waste; role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE; title=医疗废物消毒处理设施运行管理技术规范(HJ1284-2023),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,f97a8b83be132ac6d7590ce2bbe0d6c883bda255cd66aad265fced464c2844f8
PSL-V8_6-00675,PDB-V8_5-0133,PDS-V8_0-0135,医疗废物消毒处理设施运行管理技术规范(HJ1284-2023),HJ 1284-2023,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCORE13,S07,固体废物贮存规范情况,ROLE_RULE,MEDIUM,source_role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE -> S07,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,f97a8b83be132ac6d7590ce2bbe0d6c883bda255cd66aad265fced464c2844f8
PSL-V8_6-00676,PDB-V8_5-0134,PDS-V8_0-0136,医疗废物焚烧炉技术要求(试行)(GB 19218-2003),GB 19218-2003,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,16750d1e901c1f8838b512f5c9b31d9783efd1ea6cbe56344363ff81a2c02f0f
PSL-V8_6-00677,PDB-V8_5-0134,PDS-V8_0-0136,医疗废物焚烧炉技术要求(试行)(GB 19218-2003),GB 19218-2003,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCENARIO,SCN_HAZWASTE_STORAGE_TRANSFER,危险废物识别、暂存与转移,DOMAIN_MEDIA_SEED,LOW,domain=hazardous_waste; role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE; title=医疗废物焚烧炉技术要求(试行)(GB 19218-2003),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,16750d1e901c1f8838b512f5c9b31d9783efd1ea6cbe56344363ff81a2c02f0f
PSL-V8_6-00678,PDB-V8_5-0134,PDS-V8_0-0136,医疗废物焚烧炉技术要求(试行)(GB 19218-2003),GB 19218-2003,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCORE13,S07,固体废物贮存规范情况,ROLE_RULE,MEDIUM,source_role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE -> S07,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,16750d1e901c1f8838b512f5c9b31d9783efd1ea6cbe56344363ff81a2c02f0f
PSL-V8_6-00679,PDB-V8_5-0135,PDS-V8_0-0137,医疗废物管理条例,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,1b680a2514b7bfd76a58a22628b1d1d589d74ce35b0402f4e64efa3d9ddf6d82
PSL-V8_6-00680,PDB-V8_5-0135,PDS-V8_0-0137,医疗废物管理条例,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCENARIO,SCN_HAZWASTE_STORAGE_TRANSFER,危险废物识别、暂存与转移,DOMAIN_MEDIA_SEED,LOW,domain=hazardous_waste; role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE; title=医疗废物管理条例,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,1b680a2514b7bfd76a58a22628b1d1d589d74ce35b0402f4e64efa3d9ddf6d82
PSL-V8_6-00681,PDB-V8_5-0135,PDS-V8_0-0137,医疗废物管理条例,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCORE13,S07,固体废物贮存规范情况,ROLE_RULE,MEDIUM,source_role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE -> S07,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,1b680a2514b7bfd76a58a22628b1d1d589d74ce35b0402f4e64efa3d9ddf6d82
PSL-V8_6-00682,PDB-V8_5-0136,PDS-V8_0-0138,医疗废物管理行政处罚办法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,65205c84b9ff51d279167d3493c7aedf89ca52e75c48d51ee2bc84813b4ad2c0
PSL-V8_6-00683,PDB-V8_5-0136,PDS-V8_0-0138,医疗废物管理行政处罚办法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCENARIO,SCN_HAZWASTE_STORAGE_TRANSFER,危险废物识别、暂存与转移,DOMAIN_MEDIA_SEED,LOW,domain=hazardous_waste; role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE; title=医疗废物管理行政处罚办法,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,65205c84b9ff51d279167d3493c7aedf89ca52e75c48d51ee2bc84813b4ad2c0
PSL-V8_6-00684,PDB-V8_5-0136,PDS-V8_0-0138,医疗废物管理行政处罚办法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCORE13,S07,固体废物贮存规范情况,ROLE_RULE,MEDIUM,source_role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE -> S07,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,65205c84b9ff51d279167d3493c7aedf89ca52e75c48d51ee2bc84813b4ad2c0
PSL-V8_6-00685,PDB-V8_5-0137,PDS-V8_0-0139,医疗废物转运车技术要求(试行)(GB 19217-2003),GB 19217-2003,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,BLOCKED_PENDING_OCR,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,ce1d62208dfb801ab69fd6890b4bdad3d6ac003a2d1ee6822245f8f495d9793b
PSL-V8_6-00686,PDB-V8_5-0137,PDS-V8_0-0139,医疗废物转运车技术要求(试行)(GB 19217-2003),GB 19217-2003,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_BLOCKED_PENDING_SOURCE_REVIEW,SOURCE_REVIEW,BLOCKED_PENDING_OCR,OCR or small-file source review required before deep linking,CONTENT_USABILITY_GATE,HIGH,content_usability_flag=OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,BLOCKED_PENDING_OCR,,BLOCKED_PENDING_OCR,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,ce1d62208dfb801ab69fd6890b4bdad3d6ac003a2d1ee6822245f8f495d9793b
PSL-V8_6-00687,PDB-V8_5-0138,PDS-V8_0-0140,医疗废物集中焚烧处置设施运行监督管理技术规范（试行） HJ 516－2009,HJ 516-2009,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,hazardous_waste,hazardous_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=hazardous_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,fcafd6ba415148a93e58a63f44be44459e768f73072a4de7a92f2e4ab899a5a8
PSL-V8_6-00688,PDB-V8_5-0138,PDS-V8_0-0140,医疗废物集中焚烧处置设施运行监督管理技术规范（试行） HJ 516－2009,HJ 516-2009,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCENARIO,SCN_HAZWASTE_STORAGE_TRANSFER,危险废物识别、暂存与转移,DOMAIN_MEDIA_SEED,LOW,domain=hazardous_waste; role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE; title=医疗废物集中焚烧处置设施运行监督管理技术规范（试行） HJ 516－2009,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,fcafd6ba415148a93e58a63f44be44459e768f73072a4de7a92f2e4ab899a5a8
PSL-V8_6-00689,PDB-V8_5-0138,PDS-V8_0-0140,医疗废物集中焚烧处置设施运行监督管理技术规范（试行） HJ 516－2009,HJ 516-2009,hazardous_waste,HAZARDOUS_WASTE_MANAGEMENT_SOURCE,STANDARD_GOVERNS_HAZWASTE,SCORE13,S07,固体废物贮存规范情况,ROLE_RULE,MEDIUM,source_role=HAZARDOUS_WASTE_MANAGEMENT_SOURCE -> S07,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,fcafd6ba415148a93e58a63f44be44459e768f73072a4de7a92f2e4ab899a5a8
PSL-V8_6-00690,PDB-V8_5-0139,PDS-V8_0-0141,危险化学品安全管理条例,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,solid_waste,SUPPORTING_REGULATION_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,solid_waste,solid_waste,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=solid_waste,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,2d8a7b95973722866088a760d242abbea532d4219ad46c14456db376295a9593
PSL-V8_6-00691,PDB-V8_5-0139,PDS-V8_0-0141,危险化学品安全管理条例,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,solid_waste,SUPPORTING_REGULATION_SOURCE,STANDARD_REFERENCE_CONTEXT,SCENARIO,NEW_SCN_LAB_WASTE_CANDIDATE,实验室废液与检测试剂危废候选场景,DOMAIN_MEDIA_SEED,LOW,domain=solid_waste; role=SUPPORTING_REGULATION_SOURCE; title=危险化学品安全管理条例,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,2d8a7b95973722866088a760d242abbea532d4219ad46c14456db376295a9593
