catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,candidate_code,candidate_code_level,matched_industry_name,raw_fragment,raw_condition,review_status,review_question,source_basis,confidence,runtime_status,source_page
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,SIMPLIFIED,3071,class,建筑陶瓷制品制造,建筑陶瓷制品制造3071（以天然气为燃料,建筑陶瓷制品制造3071（以天然气为 燃料的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,3071,class,建筑陶瓷制品制造,建筑陶瓷制品制造3071（除重点管理、简,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,3073,class,特种陶瓷制品制造,特种陶瓷制品制造3073，陈设艺术陶瓷制,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,3075,class,陈设艺术陶瓷制造,陈设艺术陶瓷制造3075，园艺陶瓷制造3,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,3076,class,园艺陶瓷制造,5，园艺陶瓷制造3076，其他陶瓷制品制,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,3079,class,其他陶瓷制品制造,其他陶瓷制品制造3079,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
69,二十五、非金属矿物制品业30,耐火材料制品制造308,308,KEY,3081,class,石棉制品制造,石棉制品制造3081,石棉制品制造3081,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
69,二十五、非金属矿物制品业30,耐火材料制品制造308,308,SIMPLIFIED,3082,class,云母制品制造,料的云母制品制造3082、耐火陶瓷制品及,以煤、石油焦、油和发生炉煤气为燃 料的云母制品制造3082、耐火陶瓷制 品及其他耐火材料制造3089,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
69,二十五、非金属矿物制品业30,耐火材料制品制造308,308,SIMPLIFIED,3089,class,耐火陶瓷制品及其他耐火材料制造,其他耐火材料制造3089,以煤、石油焦、油和发生炉煤气为燃 料的云母制品制造3082、耐火陶瓷制 品及其他耐火材料制造3089,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
69,二十五、非金属矿物制品业30,耐火材料制品制造308,308,REGISTRATION,3082,class,云母制品制造,外的云母制品制造3082、耐火陶瓷制品及,除简化管理以外的云母制品制造3082、 耐火陶瓷制品及其他耐火材料制造 3089,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
69,二十五、非金属矿物制品业30,耐火材料制品制造308,308,REGISTRATION,3089,class,耐火陶瓷制品及其他耐火材料制造,其他耐火材料制造3089,除简化管理以外的云母制品制造3082、 耐火陶瓷制品及其他耐火材料制造 3089,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
70,二十五、非金属矿物制品业30,石墨及其他非金属矿物制品制造309,309,KEY,3091,class,石墨及碳素制品制造,墨及碳素制品制造3091（石墨制品、碳制,石墨及碳素制品制造3091（石墨制 品、碳制品、碳素新材料），其他非 金属矿物制品制造3099（多晶硅棒）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
70,二十五、非金属矿物制品业30,石墨及其他非金属矿物制品制造309,309,KEY,3099,class,其他非金属矿物制品制造,金属矿物制品制造3099（多晶硅棒）,石墨及碳素制品制造3091（石墨制 品、碳制品、碳素新材料），其他非 金属矿物制品制造3099（多晶硅棒）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
70,二十五、非金属矿物制品业30,石墨及其他非金属矿物制品制造309,309,SIMPLIFIED,3091,class,石墨及碳素制品制造,墨及碳素制品制造3091（除石墨制品、碳,石墨及碳素制品制造3091（除石墨制 品、碳制品、碳素新材料以外的）， 其他非金属矿物制品制造3099（单晶 硅棒，沥青混合物）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
70,二十五、非金属矿物制品业30,石墨及其他非金属矿物制品制造309,309,SIMPLIFIED,3099,class,其他非金属矿物制品制造,金属矿物制品制造3099（单晶硅棒，沥青,石墨及碳素制品制造3091（除石墨制 品、碳制品、碳素新材料以外的）， 其他非金属矿物制品制造3099（单晶 硅棒，沥青混合物）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
70,二十五、非金属矿物制品业30,石墨及其他非金属矿物制品制造309,309,REGISTRATION,3099,class,其他非金属矿物制品制造,金属矿物制品制造3099（除重点管理、简,其他非金属矿物制品制造3099（除重点 管理、简化管理以外的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
74,二十六、黑色金属冶炼和压延加工业31,铁合金冶炼314,314,KEY,3140,class,铁合金冶炼,铁合金冶炼3140,铁合金冶炼3140,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
76,二十七、有色金属冶炼和压延加工业32,贵金属冶炼322,322,KEY,3221,class,金冶炼,金冶炼3221，银冶炼3222,金冶炼3221，银冶炼3222，其他贵 金属冶炼3229,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,14
76,二十七、有色金属冶炼和压延加工业32,贵金属冶炼322,322,KEY,3222,class,银冶炼,3221，银冶炼3222，其他贵金属冶炼,金冶炼3221，银冶炼3222，其他贵 金属冶炼3229,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,14
76,二十七、有色金属冶炼和压延加工业32,贵金属冶炼322,322,KEY,3229,class,其他贵金属冶炼,，其他贵金属冶炼3229,金冶炼3221，银冶炼3222，其他贵 金属冶炼3229,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,14
77,二十七、有色金属冶炼和压延加工业32,稀有稀土金属冶炼323,323,KEY,3231,class,钨钼冶炼,钨钼冶炼3231，稀土金属冶炼3,钨钼冶炼3231，稀土金属冶炼3232， 其他稀有金属冶炼3239,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,14
77,二十七、有色金属冶炼和压延加工业32,稀有稀土金属冶炼323,323,KEY,3232,class,稀土金属冶炼,1，稀土金属冶炼3232，其他稀有金属冶,钨钼冶炼3231，稀土金属冶炼3232， 其他稀有金属冶炼3239,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,14
77,二十七、有色金属冶炼和压延加工业32,稀有稀土金属冶炼323,323,KEY,3239,class,其他稀有金属冶炼,其他稀有金属冶炼3239,钨钼冶炼3231，稀土金属冶炼3232， 其他稀有金属冶炼3239,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,14
82,二十八、金属制品业33,铸造及其他金属制品制造339,339,KEY,3391,class,黑色金属铸造,黑色金属铸造3391（使用冲天炉的）,黑色金属铸造3391（使用冲天炉的）， 有色金属铸造3392（生产铅基及铅青 铜铸件的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,15
82,二十八、金属制品业33,铸造及其他金属制品制造339,339,KEY,3392,class,有色金属铸造,），有色金属铸造3392（生产铅基及铅青,黑色金属铸造3391（使用冲天炉的）， 有色金属铸造3392（生产铅基及铅青 铜铸件的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,15
82,二十八、金属制品业33,铸造及其他金属制品制造339,339,SIMPLIFIED,3391,class,黑色金属铸造,外的黑色金属铸造3391、有色金属铸造3,除重点管理以外的黑色金属铸造 3391、有色金属铸造3392,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,15
82,二十八、金属制品业33,铸造及其他金属制品制造339,339,SIMPLIFIED,3392,class,有色金属铸造,1、有色金属铸造3392,除重点管理以外的黑色金属铸造 3391、有色金属铸造3392,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,15
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,361,group,汽车整车制造,外的汽车整车制造361，除重点管理以外,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,362,group,汽车用发动机制造,汽车用发动机制造362、改装汽车制造3,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,363,group,改装汽车制造,2、改装汽车制造363、低速汽车制造3,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,364,group,低速汽车制造,3、低速汽车制造364、电车制造365,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,365,group,电车制造,364、电车制造365、汽车车身、挂车,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,366,group,汽车车身、挂车制造,车车身、挂车制造366、汽车零部件及配,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,367,group,汽车零部件及配件制造,零部件及配件制造367,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,LIKELY_GROUP_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
88,三十三、电气机械和器材制造业38,电池制造384,384,KEY,3843,class,铅蓄电池制造,铅酸蓄电池制造3843,铅酸蓄电池制造3843,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
88,三十三、电气机械和器材制造业38,电池制造384,384,SIMPLIFIED,3841,class,锂离子电池制造,锂离子电池制造3841，镍氢电池制造3,锂离子电池制造3841，镍氢电池制造 3842，锌锰电池制造3844，其他电池 制造3849,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
88,三十三、电气机械和器材制造业38,电池制造384,384,SIMPLIFIED,3842,class,镍氢电池制造,1，镍氢电池制造3842，锌锰电池制造3,锂离子电池制造3841，镍氢电池制造 3842，锌锰电池制造3844，其他电池 制造3849,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
88,三十三、电气机械和器材制造业38,电池制造384,384,SIMPLIFIED,3844,class,锌锰电池制造,2，锌锰电池制造3844，其他电池制造3,锂离子电池制造3841，镍氢电池制造 3842，锌锰电池制造3844，其他电池 制造3849,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
88,三十三、电气机械和器材制造业38,电池制造384,384,SIMPLIFIED,3849,class,其他电池制造,4，其他电池制造3849,锂离子电池制造3841，镍氢电池制造 3842，锌锰电池制造3844，其他电池 制造3849,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,16
95,三十九、电力、热力生产和供应业44,电力生产441,441,KEY,4411,class,火力发电,火力发电4411，热电联产441,火力发电4411，热电联产4412，生物 质能发电4417（生活垃圾、污泥发电）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,18
95,三十九、电力、热力生产和供应业44,电力生产441,441,KEY,4412,class,热电联产,411，热电联产4412，生物质能发电4,火力发电4411，热电联产4412，生物 质能发电4417（生活垃圾、污泥发电）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,18
95,三十九、电力、热力生产和供应业44,电力生产441,441,KEY,4417,class,生物质能发电,2，生物质能发电4417（生活垃圾、污泥,火力发电4411，热电联产4412，生物 质能发电4417（生活垃圾、污泥发电）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,18
95,三十九、电力、热力生产和供应业44,电力生产441,441,SIMPLIFIED,4417,class,生物质能发电,生物质能发电4417（利用农林生物质,生物质能发电4417（利用农林生物 质、沼气发电、垃圾填埋气发电）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,18
101,四十三、水上运输业55,水上运输辅助活动553,553,REGISTRATION,5532,class,货运港口,其他货运码头5532,其他货运码头5532,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,18
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,KEY,8415,class,专科医院,的（不含专科医院8415中的精神病、康复,床位500 张及以上的（不含专科医院 8415 中的精神病、康复和运动康复医 院以及疗养院8416）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,KEY,8416,class,疗养院,复医院以及疗养院8416）,床位500 张及以上的（不含专科医院 8415 中的精神病、康复和运动康复医 院以及疗养院8416）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
