catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,raw_condition,applies_status,predicate_count,normalized_predicates_json,confirmation_questions_json,audit_flags,normalization_confidence,runtime_status,source_page
96,三十九、电力、热力生产和供应业44,热力生产和供应443,443,SIMPLIFIED,单台且合计出力20 吨/小时（14 兆 瓦）以下的锅炉（不含电热锅炉和单 台且合计出力1 吨/小时（0.7 兆瓦） 及以下的天然气锅炉）,APPLIES_IF_CONDITION_MET,6,"[{""predicate_type"": ""threshold"", ""metric"": ""boiler_capacity_single_and_total"", ""operator"": ""lt"", ""value"": 20, ""unit"": ""ton_per_hour"", ""equivalent_value"": 14, ""equivalent_unit"": ""megawatt"", ""inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""单台且合计出力20吨/小时（14兆瓦）以下"", ""metric_source_keyword"": ""单台且合计出力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""boiler_capacity_single_and_total"", ""operator"": ""lte"", ""value"": 1, ""unit"": ""ton_per_hour"", ""equivalent_value"": 0.7, ""equivalent_unit"": ""megawatt"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""的锅炉（不含电热锅炉和单台且合计出力1吨/小时（0.7兆瓦）及以下"", ""metric_source_keyword"": ""单台且合计出力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""20"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""单台且合计出力20吨/小时（14兆""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""14"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""力20吨/小时（14兆瓦）以下的锅炉""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""和单台且合计出力1吨/小时（0.7""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.7"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""出力1吨/小时（0.7兆瓦）及以下的天""}]","[""请确认 boiler_capacity_single_and_total 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,18
96,三十九、电力、热力生产和供应业44,热力生产和供应443,443,REGISTRATION,单台且合计出力1 吨/小时（0.7 兆瓦） 及以下的天然气锅炉,APPLIES_IF_CONDITION_MET,3,"[{""predicate_type"": ""threshold"", ""metric"": ""boiler_capacity_single_and_total"", ""operator"": ""lte"", ""value"": 1, ""unit"": ""ton_per_hour"", ""equivalent_value"": 0.7, ""equivalent_unit"": ""megawatt"", ""inclusive"": true, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""单台且合计出力1吨/小时（0.7兆瓦）及以下"", ""metric_source_keyword"": ""单台且合计出力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""单台且合计出力1吨/小时（0.7""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.7"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""出力1吨/小时（0.7兆瓦）及以下的天""}]","[""请确认 boiler_capacity_single_and_total 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,18
97,四十、燃气生产和供应业45,"燃气生产和供应业451，生物质燃气生
产和供应业452",451;452,KEY,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
97,四十、燃气生产和供应业45,"燃气生产和供应业451，生物质燃气生
产和供应业452",451;452,SIMPLIFIED,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
97,四十、燃气生产和供应业45,"燃气生产和供应业451，生物质燃气生
产和供应业452",451;452,REGISTRATION,其他,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
98,四十一、水的生产和供应业46,"自来水生产和供应461，海水淡化处理
463，其他水的处理、利用与分配469",461;463;469,KEY,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
98,四十一、水的生产和供应业46,"自来水生产和供应461，海水淡化处理
463，其他水的处理、利用与分配469",461;463;469,SIMPLIFIED,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
98,四十一、水的生产和供应业46,"自来水生产和供应461，海水淡化处理
463，其他水的处理、利用与分配469",461;463;469,REGISTRATION,其他,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
99,四十一、水的生产和供应业46,污水处理及其再生利用462,462,KEY,工业废水集中处理场所，日处理能力 2 万吨及以上的城乡污水集中处理场 所,APPLIES_IF_CONDITION_MET,3,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_wastewater_condition"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""工业废水"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""daily_treatment_capacity"", ""operator"": ""gte"", ""value"": 20000, ""unit"": ""ton"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""日处理能力2万吨及以上"", ""metric_source_keyword"": ""日处理能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""场所，日处理能力2万吨及以上的城乡""}]","[""请确认 daily_treatment_capacity 对应的实际规模/用量/产能，并提供证据。"", ""是否实际存在工业废水或废气排放？""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,18
99,四十一、水的生产和供应业46,污水处理及其再生利用462,462,SIMPLIFIED,日处理能力500 吨及以上2 万吨以下 的城乡污水集中处理场所,APPLIES_IF_CONDITION_MET,3,"[{""predicate_type"": ""threshold_range"", ""metric"": ""daily_treatment_capacity"", ""operator"": ""gte_and_lt"", ""lower_value"": 500, ""lower_unit"": ""ton_per_day"", ""lower_inclusive"": true, ""upper_value"": 20000, ""upper_unit"": ""ton"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""日处理能力500吨及以上2万吨以下"", ""metric_source_keyword"": ""日处理能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""500"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""日处理能力500吨及以上2万吨以""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""力500吨及以上2万吨以下的城乡污""}]","[""请确认 daily_treatment_capacity 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,18
99,四十一、水的生产和供应业46,污水处理及其再生利用462,462,REGISTRATION,日处理能力500吨以下的城乡污水集中 处理场所,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""threshold"", ""metric"": ""daily_treatment_capacity"", ""operator"": ""lt"", ""value"": 500, ""unit"": ""ton_per_day"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""日处理能力500吨以下"", ""metric_source_keyword"": ""日处理能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""500"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""日处理能力500吨以下的城乡污水""}]","[""请确认 daily_treatment_capacity 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,18
100,四十二、零售业52,"汽车、摩托车、零配件和燃料及其他动
力销售526",526,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,18
100,四十二、零售业52,"汽车、摩托车、零配件和燃料及其他动
力销售526",526,SIMPLIFIED,位于城市建成区的加油站,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
100,四十二、零售业52,"汽车、摩托车、零配件和燃料及其他动
力销售526",526,REGISTRATION,其他加油站,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
101,四十三、水上运输业55,水上运输辅助活动553,553,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,18
101,四十三、水上运输业55,水上运输辅助活动553,553,SIMPLIFIED,单个泊位1000 吨级及以上的内河、 单个泊位1 万吨级及以上的沿海专业 化干散货码头（煤炭、矿石）、通用 散货码头,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""threshold"", ""metric"": ""single_berth_tonnage"", ""operator"": ""gte"", ""value"": 1000, ""unit"": ""tonnage_class"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""单个泊位1000吨级及以上"", ""metric_source_keyword"": ""单个泊位"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""single_berth_tonnage"", ""operator"": ""gte"", ""value"": 10000, ""unit"": ""tonnage_class"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""单个泊位1万吨级及以上"", ""metric_source_keyword"": ""单个泊位"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1000"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""单个泊位1000吨级及以上的内河""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""的内河、单个泊位1万吨级及以上的沿""}]","[""请确认 single_berth_tonnage 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,18
101,四十三、水上运输业55,水上运输辅助活动553,553,REGISTRATION,其他货运码头5532,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""5532"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他货运码头5532""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,18
102,四十四、装卸搬运和仓储业59,危险品仓储594,594,KEY,总容量10 万立方米及以上的油库（含 油品码头后方配套油库，不含储备油 库）,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""threshold"", ""metric"": ""storage_total_capacity"", ""operator"": ""gte"", ""value"": 100000, ""unit"": ""cubic_meter"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""总容量10万立方米及以上"", ""metric_source_keyword"": ""总容量"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""总容量10万立方米及以上的""}]","[""请确认 storage_total_capacity 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,19
102,四十四、装卸搬运和仓储业59,危险品仓储594,594,SIMPLIFIED,总容量1 万立方米及以上10 万立方 米以下的油库（含油品码头后方配套 油库，不含储备油库）,APPLIES_IF_CONDITION_MET,3,"[{""predicate_type"": ""threshold_range"", ""metric"": ""storage_total_capacity"", ""operator"": ""gte_and_lt"", ""lower_value"": 10000, ""lower_unit"": ""cubic_meter"", ""lower_inclusive"": true, ""upper_value"": 100000, ""upper_unit"": ""cubic_meter"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""总容量1万立方米及以上10万立方米以下"", ""metric_source_keyword"": ""总容量"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""总容量1万立方米及以上1""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""1万立方米及以上10万立方米以下的油""}]","[""请确认 storage_total_capacity 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,19
102,四十四、装卸搬运和仓储业59,危险品仓储594,594,REGISTRATION,其他危险品仓储（含油品码头后方配套 油库，不含储备油库）,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
103,四十五、生态保护和环境治理业77,环境治理业772,772,KEY,专业从事危险废物贮存、利用、处理、 处置（含焚烧发电）的，专业从事一 般工业固体废物贮存、处置（含焚烧 发电）的,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
103,四十五、生态保护和环境治理业77,环境治理业772,772,SIMPLIFIED,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,19
103,四十五、生态保护和环境治理业77,环境治理业772,772,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,KEY,生活垃圾（含餐厨废弃物）、生活污 水处理污泥集中焚烧、填埋,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,SIMPLIFIED,生活垃圾（含餐厨废弃物）、生活污 水处理污泥集中处理（除焚烧、填埋 以外的），日处理能力50 吨及以上 的城镇粪便集中处理，日转运能力 150 吨及以上的垃圾转运站,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""threshold"", ""metric"": ""daily_treatment_capacity"", ""operator"": ""gte"", ""value"": 50, ""unit"": ""ton_per_day"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""日处理能力50吨及以上"", ""metric_source_keyword"": ""日处理能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""daily_transfer_capacity"", ""operator"": ""gte"", ""value"": 150, ""unit"": ""ton_per_day"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""日转运能力150吨及以上"", ""metric_source_keyword"": ""日转运能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""50"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""的），日处理能力50吨及以上的城镇粪""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""150"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""处理，日转运能力150吨及以上的垃圾转""}]","[""请确认 daily_treatment_capacity 对应的实际规模/用量/产能，并提供证据。"", ""请确认 daily_transfer_capacity 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,REGISTRATION,日处理能力50 吨以下的城镇粪便集中 处理，日转运能力150 吨以下的垃圾转 运站,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""threshold"", ""metric"": ""daily_treatment_capacity"", ""operator"": ""lt"", ""value"": 50, ""unit"": ""ton_per_day"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""日处理能力50吨以下"", ""metric_source_keyword"": ""日处理能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""daily_transfer_capacity"", ""operator"": ""lt"", ""value"": 150, ""unit"": ""ton_per_day"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""日转运能力150吨以下"", ""metric_source_keyword"": ""日转运能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""50"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""日处理能力50吨以下的城镇粪便""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""150"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""处理，日转运能力150吨以下的垃圾转运""}]","[""请确认 daily_treatment_capacity 对应的实际规模/用量/产能，并提供证据。"", ""请确认 daily_transfer_capacity 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,19
105,四十七、居民服务业80,殡葬服务808,808,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,19
105,四十七、居民服务业80,殡葬服务808,808,SIMPLIFIED,火葬场,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
105,四十七、居民服务业80,殡葬服务808,808,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,19
106,四十八、机动车、电子产品和日用品修理业81,汽车、摩托车等修理与维护811,811,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,19
106,四十八、机动车、电子产品和日用品修理业81,汽车、摩托车等修理与维护811,811,SIMPLIFIED,营业面积5000 平方米及以上且有涂 装工序的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""threshold"", ""metric"": ""business_area"", ""operator"": ""gte"", ""value"": 5000, ""unit"": ""square_meter"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""营业面积5000平方米及以上"", ""metric_source_keyword"": ""营业面积"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""5000"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""营业面积5000平方米及以上且有""}]","[""请确认 business_area 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,19
106,四十八、机动车、电子产品和日用品修理业81,汽车、摩托车等修理与维护811,811,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,19
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,KEY,床位500 张及以上的（不含专科医院 8415 中的精神病、康复和运动康复医 院以及疗养院8416）,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""threshold"", ""metric"": ""bed_count"", ""operator"": ""gte"", ""value"": 500, ""unit"": ""bed"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""床位500张及以上"", ""metric_source_keyword"": ""床位"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""500"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""床位500张及以上的（不含""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8415"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""的（不含专科医院8415中的精神病、康复""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8416"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""复医院以及疗养院8416）""}]","[""请确认 bed_count 对应的实际规模/用量/产能，并提供证据。""]",condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,20
